Label,Tweet,Tweet_clean
0,Next ke kehidupan keluarga Ario Bayu komandan Tim Alpha yg ganteng berkacamata hitam dan viral di medsos itu. Ya keluarga yg cukup bahagia with a little daddy girl.,"['hidup', 'keluarga', 'ario', 'bayu', 'komandan', 'tim', 'alpha', 'ganteng', 'kacamata', 'hitam', 'viral', 'medsos', 'keluarga', 'bahagia', 'with', 'little', 'daddy', 'girl']"
0,"Sebentar lagi ketemu krucil-krucil ponakan yang gemesin banget, suka nya minta main berantem-beranteman. Seru sih meskipun ya resiko pada pegel-pegel nantinya, sedikit-sedikit sambil ngajarin berhitung agar #JadiLebihBaik lagi Nanti pas masuk sekolah","['sebentar', 'ketemu', 'anak', 'anak', 'keponakan', 'gemas', 'banget', 'suka', 'main', 'antem', 'antem', 'seru', 'resiko', 'gel', 'gel', 'ajar', 'hitung', 'masuk', 'sekolah']"
0,"Mungkin saya pun klo candid seperti cewe ini ketika nonton udah [USERNAME] heboh dan ikutan karaoke massal. Memakai botol air mineral bak penyanyi profesional. Keren dan totalitas, mbak! [URL]","['candid', 'perempuan', 'tonton', 'heboh', 'ikut', 'karaoke', 'massal', 'pakai', 'botol', 'air', 'mineral', 'nyanyi', 'profesional', 'keren', 'totalitas']"
0,Congratulation [USERNAME] semoga dilancarkan dan dapat kesempatan memandang orang orang di panggung [USERNAME] Break a leg!!! [URL],"['selamat', 'moga', 'lancar', 'sempat', 'pandang', 'orang', 'orang', 'panggung', 'break', 'lambat']"
0,Terima kasih temen2 HMJ D3 Keperawatan Stikes Al Irsyad Cilacap sudah berbagi kebahagiaan bersama mbah kakung dan mbah putri [USERNAME] [URL],"['terima', 'kasih', 'teman', 'hmj', 'awat', 'stikes', 'al', 'irsyad', 'cilacap', 'bagi', 'bahagia', 'kakung', 'putri']"
0, Ko si drummer ini lucu sih mukanya. Kek tengil tapi ngegemesin. Terus mulai dibiasin. *sereceh itu gue punya bias.,"['main', 'drum', 'lucu', 'muka', 'tengil', 'gemas', 'bias', 'receh', 'bias']"
0,"HBD my lovely wife Amie Amoy .... wish u all the best, ....semoga selalu berada didalam perlindungan  SWT, panjang umur, senantiasa bahagia bersama keluarga dan kerabat, sehat selalu, semakin banyak rejeki, dan selalu menjadi wanita yg hebat bagi keluarga.....Aamiin [URL]","['selamat', 'ulang', 'lovely', 'istri', 'amie', 'amoy', 'wish', 'all', 'baik', 'moga', 'dalam', 'lindung', 'swt', 'umur', 'senantiasa', 'bahagia', 'keluarga', 'kerabat', 'sehat', 'rejeki', 'wanita', 'hebat', 'keluarga', 'amin']"
0,ngakak ane liatnya wkwk,"['ketawa', 'liat']"
0,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yg ku harapkan, tak seburuk yg ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi )","['sadar', 'pilih', 'sama', 'jalan', 'semangat', 'indah', 'harap', 'buruk', 'bayang', 'diri', 'jalan', 'penuh', 'warna', 'erti', 'nyanyi']"
0,"Baca buku ini diawal senyum, ditengah-tengah senyum miris, diakhir senyum pasrah. Nuhun bung [USERNAME]#bukugariswaktu #fiersabesari","['baca', 'buku', 'awal', 'senyum', 'tengah', 'senyum', 'miris', 'akhir', 'senyum', 'pasrah']"
0,"namanya anis. udah kelar S1 walopun belom official. lagi dalam masa bahagia banget karna udah lulus, tapi masih sendiri. ya kali ada yang terpesona","['nama', 'anis', 'selesai', 'resmi', 'bahagia', 'banget', 'lulus', 'pesona']"
0,Selamat peletakan batu pertama pmbangunan Univ Islam Internasional Indonesia (UIII). Smoga Islam Indonesia yg damai dan toleran benar2 menjadi rujukan Islam dunia kelak. Cc Pak Menag [USERNAME] [URL],"['selamat', 'leta', 'batu', 'pmbangunan', 'universitas', 'islam', 'internasional', 'indonesia', 'uiii', 'moga', 'islam', 'indonesia', 'damai', 'toleran', 'rujuk', 'islam', 'dunia', 'kelak', 'menag']"
0,"Orang #OldMoney dateng ke kandang, pakaiannya sederhana, cuma kaos oblong dan celana training, mau juga keliling kandang buat milih sapi. Tapi sekali transaksi mencapai 3 M. Yang lebih keren lagi, beliau orangnya taat ibadah dan royal, seneng liatnya, Punya anak masih gadis nga pak? ","['orang', 'kandang', 'pakai', 'sederhana', 'kaos', 'oblong', 'celana', 'training', 'keliling', 'kandang', 'pilih', 'sapi', 'transaksi', 'capai', 'keren', 'beliau', 'orang', 'taat', 'ibadah', 'royal', 'senang', 'liat', 'anak', 'gadis']"
0,Gara gara [USERNAME] jadi googling berita ini. Tp belum ada yg confirm. Duh menanti berita ini benar! Pasangan favorite ku dr jaman dahulu kala. [URL],"['gara', 'gara', 'googling', 'berita', 'konfirmasi', 'aduh', 'berita', 'pasang', 'favorit', 'zaman']"
0,"Lg sibuk ngedit konten di ruang tunggu tapi kok sekumpulan nenek"" didepan sy seru banget yah. Mereka lg ghibah ternyata. Hal ini menunjukkan bahwa kapanpun dan dimanapun, ghibah itu asik ","['sibuk', 'sunting', 'konten', 'ruang', 'tunggu', 'kumpul', 'nenek', 'depan', 'seru', 'banget', 'ghibah', 'mana', 'ghibah', 'asik']"
0,"[USERNAME] [USERNAME] [USERNAME] Terima kasih sudah tertawa semoga menjadi amal soleh dibulan mulia, bisa membuat sesama hambaNya ketawa bahagia","['terima', 'kasih', 'tertawa', 'moga', 'amal', 'soleh', 'bulan', 'mulia', 'hamba', 'ketawa', 'bahagia']"
0,[USERNAME] selamat ultah kak renoo wkwkw semoga kita bisa dipertemukan lagi di satu kelompok (kalo sama reno gppa deh). semoga bahagia dan sejahtera selalu bersama dek oza hehehe,"['selamat', 'ulang', 'renoo', 'moga', 'temu', 'kelompok', 'reno', 'moga', 'bahagia', 'sejahtera', 'oza']"
0,Kita yg tak punya apa apa dan tak seberapa ini disapa sobat misquen asik asik aja malah nyala balek damai segampang itu yah hebat uiy,"['sapa', 'sobat', 'miskin', 'asik', 'asik', 'nyala', 'damai', 'gampang', 'hebat']"
0,"Pertama kami meminta izin untuk berbincang, beliau menjawabnya dengan senyum cerah namun berwibawa. 'Iya mbak, gimana? Coba cerita dulu..' Begitu kira-kira ucapnya dengan ramah. Lalu aku dan temanku bercerita panjang lebar. Tentang tiket, jadwal uas, reschedule. Semua.","['izin', 'bincang', 'beliau', 'jawab', 'senyum', 'cerah', 'wibawa', 'coba', 'cerita', 'ramah', 'teman', 'cerita', 'lebar', 'tiket', 'jadwal', 'uas', 'reschedule']"
0,"Cepet banget, hanya 3 hari setelah pesan, langsung sampai. Terima kasih ya mas [USERNAME] . Buat koleksi Perpustakaan Fakultas Psikologi Univ Pancasila (buat saya juga","['cepat', 'banget', 'pesan', 'langsung', 'terima', 'kasih', 'koleksi', 'pustaka', 'fakultas', 'psikologi', 'universitas', 'pancasila']"
0,"Beliau disana, mendengarkan sembari tersenyum. Sesekali cerita kami terpotong oleh orang-orang yang keluar masuk meminta tanda tangannya. Sampai kemudian berujung pada satu inti, 'Boleh tidak pak, kita berdua ujian duluan?' Dan beliau tertawa, tapi masih berwibawa dan teduh.","['beliau', 'sana', 'dengar', 'sembari', 'senyum', 'cerita', 'potong', 'orang', 'orang', 'masuk', 'tanda', 'tangan', 'ujung', 'inti', 'dua', 'uji', 'duluan', 'beliau', 'tertawa', 'wibawa', 'teduh']"
0,"bangun tidur dapet kabar temen diterima kerja aja aku sujud syukur seneng banget. gatau lebay atau apa yak :((( bep, nyari kerja itu, iya, sesusah itu :((( imma proud friend ","['bangun', 'tidur', 'kabar', 'teman', 'terima', 'kerja', 'sujud', 'syukur', 'senang', 'banget', 'cari', 'kerja', 'susah', 'imma', 'bangga', 'teman']"
0,"Terima kasih juga buat temen2 basis [USERNAME] yg sudah bersedia meluangkan waktunya untuk menjadi panitia. Semoga Allah SWT senantiasa memberikan rezeki yg halal dan berkah untuk kita semua, aamiin ","['terima', 'kasih', 'teman', 'basis', 'sedia', 'luang', 'panitia', 'moga', 'allah', 'swt', 'senantiasa', 'rezeki', 'halal', 'berkah', 'amin']"
0,"Kita mencocokkan jadwal setelahnya. 'Besok ujian jam 2, minta soalnya ke mba yuyun ya' kata beliau. Alhamdulillah ya Allah leganya. Ndak perlu reschedule :') Saat sudah fix, kita keluar lalu salim tangan si bapak. Berterimakasih bangetlah ini.","['cocok', 'jadwal', 'telah', 'besok', 'uji', 'jam', 'yuyun', 'beliau', 'alhamdulillah', 'allah', 'lega', 'reschedule', 'fix', 'salim', 'tangan', 'terima', 'kasih', 'banget']"
0,"Saya jg merancang skenario surprise buat istrinya. Dan dijamin istrinya pasti happy banget. Saya aja happy banget  Kayaknya saya cocok jadi tim kreatif acara2 reality show yang ada unsur2 romantis2nya, misal program lamaran atau katakan cinta. Kalau katakan putus, gak deh.","['rancang', 'skenario', 'kejut', 'istri', 'jamin', 'istri', 'bahagia', 'banget', 'bahagia', 'banget', 'cocok', 'tim', 'kreatif', 'acara', 'reality', 'show', 'unsur', 'romantis', 'program', 'lamar', 'cinta', 'putus']"
0,Masuk ke artikel cetak mediaku waktu itu. Tapi lupa edisi tahun berapa. Dan alhamdulillah tulisanku juga menang lomba dalam rangka hari kesehatan jiwa sedunia waktu itu kak [URL],"['masuk', 'artikel', 'cetak', 'media', 'lupa', 'edisi', 'alhamdulillah', 'tulis', 'menang', 'lomba', 'rangka', 'sehat', 'jiwa', 'dunia']"
0,"Bahagiain orang terus? Kamu kapan bahagianya, Yu? Ya. Saya bahagia dengan cara itu. Asal orang lain bahagia, apalagi karena saya, bahagia saya malah jadi dua kali lipat :)","['bahagia', 'orang', 'bahagia', 'bahagia', 'orang', 'bahagia', 'bahagia', 'lipat']"
0,"[USERNAME] Rambut aku kering dan ikal natural. Terus makin parah karena tiap hari banget pake hair dryer. Jadi kasihan aja pengen di treatment. Akhirnya keratin karena dia hasilnya bikin tekstur rambut bagus dan rapih, seneng banget deh.","['rambut', 'kering', 'ikal', 'natural', 'parah', 'banget', 'pakai', 'hair', 'dryer', 'kasihan', 'treatment', 'keratin', 'hasil', 'bikin', 'tekstur', 'rambut', 'bagus', 'rapih', 'senang', 'banget']"
0,"Nemuin bacaan yg bikin ngakak di setiap paragrafnya, duh suka banget gua sama penulisnya !!!","['temu', 'baca', 'bikin', 'ketawa', 'paragraf', 'aduh', 'suka', 'banget', 'tulis']"
0,"Ya ngga lah Iya kalo wiraswasta agak susah. Kadang bagus, kadang tiba-tiba mati. Makanya harus hati-hati banget. Tp untungnya orang sekitar dan terutama istri gw keren sih. Toko gw jual duren, karena mau lebaran jadi jual kue.","['wiraswasta', 'susah', 'kadang', 'bagus', 'kadang', 'mati', 'hati', 'hati', 'banget', 'untung', 'orang', 'istri', 'keren', 'toko', 'jual', 'duren', 'lebaran', 'jual', 'kue']"
0,Inget jaman SD sekitar kelas 3-4an. Tiap pulang sekolah pasti mampir ke rumahnya [USERNAME] buat main dan nonton meteor garden sama mamahnya. Ikut mandi sama makan juga. Baru pulang kalo udah di telepon mamah. Haha.,"['zaman', 'kelas', 'pulang', 'sekolah', 'mampir', 'rumah', 'main', 'tonton', 'meteor', 'garden', 'mamah', 'mandi', 'makan', 'pulang', 'telepon']"
0,"[USERNAME] bismillah, happy bday kak! wuatb, gbu. smga selalu dilimpahi keberkahan, rezeki, kebahagiaan, umur yang bermanfaat dan sukses dunia akhirat. semoga cita2nya tercapai dan bisa membanggakan ortu, nusa, negara dan agama. aamiin! btw kita se-dom kak","['bismillah', 'bahagia', 'bday', 'wuatb', 'gbu', 'moga', 'limpah', 'berkah', 'rezeki', 'bahagia', 'umur', 'manfaat', 'sukses', 'dunia', 'akhirat', 'moga', 'cita', 'capai', 'bangga', 'orang', 'tua', 'nusa', 'negara', 'agama', 'amin', 'omong', 'omong', 'dom']"
0,"#OldMoneyGakNgerasain pas istirahat ga jajan , karena cuma pengen main bekel di depan kelas atau main benteng-bentengan di lapangan haha Btw i Miss about it","['istirahat', 'jajan', 'main', 'bekal', 'kelas', 'main', 'benteng', 'benteng', 'lapang', 'omong', 'omong', 'rindu', 'about']"
0,"gak berasa puasa sdh 20 Hari, & sbtr lagi lebaran,ada rasa sedih krn ramadhan akan meninggalkan kita, tapi ada rasa happy krn sbtr lagi kita akan lebaran,berkumpul bareng keluarga,saling memaafkan & kmbli fitrah...smg saya & kita semua akan bertemu lagi ramadhan 1440H/2019...AMIN","['puasa', 'sebentar', 'lebaran', 'sedih', 'ramadhan', 'tinggal', 'bahagia', 'sebentar', 'lebaran', 'kumpul', 'keluarga', 'maaf', 'fitrah', 'moga', 'temu', 'ramadhan', 'amin']"
0,"sukadeh sama temen yg ngetweet konten2 yang ""berwawasan"" , apalagi di dunia nyata bisa share ilmu... jadi nyinyiran & kritikan bisa lebih bermanfaat & apalagi kalo nyambung ngomongnya... ga cm bahas lamtur & lipen aja","['sukadeh', 'teman', 'ngetweet', 'konten', 'wawas', 'dunia', 'nyata', 'share', 'ilmu', 'nyinyir', 'kritik', 'manfaat', 'sambung', 'ngomongnya', 'bahas']"
0,Senyum2 sendiri baca #OldMoneyGakNgerasain karna emg gw ngalamin kaya di suruh beli minyak tanah ke warung terus dirigennya ditendang2 pake dengkul kaki,"['senyum', 'baca', 'alam', 'suruh', 'beli', 'minyak', 'warung', 'dirigen', 'tendang', 'pakai', 'dengkul', 'kaki']"
0,"Kagum sih sama dia. She's younger than me, badannya kecil kek anak smp sekarang memimpin satu cabang besar isi 80 orang dan cabangnya one of the best di region banten","['kagum', 'shes', 'younger', 'than', 'badan', 'anak', 'pimpin', 'cabang', 'isi', 'orang', 'cabang', 'one', 'baik', 'region', 'banten']"
0,"Terima kasih udah bekerja keras kasih kita (army) musik yang berkualitas, musik yang keren, musik yang inspiratif, musik yang menyembuhkan. Sehat selalu & terus berkarya. We love u RM","['terima', 'kasih', 'keras', 'kasih', 'army', 'musik', 'kualitas', 'musik', 'keren', 'musik', 'inspiratif', 'musik', 'sembuh', 'sehat', 'karya', 'cinta', 'rm']"
0,"abis sahur, sembahyang subuh balek tidur lagi, bangun jam 6.30 dan sampe ruangan jam 7 kurang 5 menit, sepertinya saya harus mengapresiasi diri sendiri krn dpet mandi, seragaman, pake bedak sm gincu dan berjalan dlm waktu 50 menit ","['habis', 'sahur', 'sembahyang', 'subuh', 'tidur', 'bangun', 'jam', 'ruang', 'jam', 'menit', 'apresiasi', 'mandi', 'seragam', 'pakai', 'bedak', 'gincu', 'jalan', 'menit']"
0,"Sekarang begitu liat temen-temen pada lulus malah nangis terharu. Seneng aja liat orang-orang bisa lewatin fase tersulit hidup lengkap pake rintangan dengan cara yang unik bgt. Maaf yah buat temen2 yg dulu pas sidang ditangisin trus bilangnya gue sedih Karena ditinggal klean :"""")","['lihat', 'teman', 'teman', 'lulus', 'tangis', 'haru', 'senang', 'lihat', 'orang', 'orang', 'fase', 'sulit', 'hidup', 'lengkap', 'pakai', 'rintang', 'unik', 'banget', 'maaf', 'teman', 'sidang', 'tangis', 'bilang', 'sedih', 'tinggal']"
0,"Empat tahun lalu, ketika orang-orang hepi karena keterima kerja/sekolah lagi, gue hepi karena nama gue nongol di daftar ini :') #WorkshopCerpenKompas2014 #TSYGMC Foto: [USERNAME] [URL]","['orang', 'orang', 'bahagia', 'terima', 'kerja', 'sekolah', 'bahagia', 'nama', 'muncul', 'daftar', 'foto']"
0,"Setelah pertandingan, Pak Seno yang biasanya keras dan cuek memyambut kami dengan hangat. ""Kalian bertanding dengan hebat, ini pertama kalinya tim provinsi kita berada di babak ini. Pak bangga dengan kalian"".","['tanding', 'keras', 'cuek', 'memyambut', 'hangat', 'tanding', 'hebat', 'kali', 'tim', 'provinsi', 'babak', 'bangga']"
0,"Waktu itu kami bertiga puluh, dipilih dari sekitar 300 orang yang mendaftar. Ya gimana ga berasa bangga  Workshop kami diajar oleh Fajar Arcana, Agus Noor, dan Semo Gumira Ajidarma. #WorkshopCerpenKompas2015 #TSYGMC Foto: (masih) [USERNAME] [URL]","['tiga', 'puluh', 'pilih', 'orang', 'daftar', 'bangga', 'workshop', 'ajar', 'fajar', 'arcana', 'noor', 'foto']"
0,"[USERNAME] [USERNAME] Terima kasih banget pak presidenku n kabinet dgn hsl kinerja yg mulia nkri tdk dipandang enteng,semoga ttp kita jaga n terjaga warisan tsb","['terima', 'kasih', 'banget', 'presiden', 'kabinet', 'hasil', 'kerja', 'mulia', 'nkri', 'pandang', 'enteng', 'moga', 'jaga', 'jaga', 'waris']"
0,"Kemarin buku #TSYGMC ini sempat di-twit oleh Mas Agus Noor untuk tagar #bacabuku-nya. Seneng gitu liatnya, biar pun gue anak murtad dah sejuta tahun lamanya ga nulis fiksi  #WorkshopCerpenKompas2014 [URL]","['kemarin', 'buku', 'twit', 'noor', 'tagar', 'senang', 'liat', 'anak', 'murtad', 'juta', 'tulis', 'fiksi']"
0,Bahagia itu jika beli paketan segiga dan nyatanya sampai saat ini habis lebih dari lima giga dan masih lancar buat internet. lumayanlah wkwk eh Alhamdulillah,"['bahagia', 'beli', 'paket', 'segiga', 'habis', 'giga', 'lancar', 'internet', 'lumayan', 'alhamdulillah']"
0,"Dearest [USERNAME] terimakasih sudah selalu menyediakan tempat, hampir 4 tahun, mute msh org yg anin cari tiap kali butuh tempat. Sehat selalu, murah rezeki, ayo semangat garap ensenang your 22 ahead, luvvv!","['dearest', 'terima', 'kasih', 'sedia', 'mute', 'orang', 'anin', 'cari', 'butuh', 'sehat', 'murah', 'rezeki', 'ayo', 'semangat', 'garap', 'senang', 'your', 'ahead']"
0,"Beb, selamat ulang tahun yaa [USERNAME]. Aku nunggu 00:00 WIB banget loh ini. Semoga cepat move on dari atta. Btw si clara masih blokir kita donk. [URL]","['selamat', 'ulang', 'tunggu', 'banget', 'moga', 'cepat', 'move', 'atta', 'omong', 'omong', 'clara', 'blokir']"
0,Lagi ngerasain bahagia yg sederhana bagi gw pribadi. Ngeliat orang2 di sekitar gw ikut ngerasain bahagia sama yang lagi gw jalanin dengan seseorang. Ga pernah sebahagia ini sih dan se good vibes ini ngejalaninnya. Thanks God.,"['bahagia', 'sederhana', 'pribadi', 'lihat', 'orang', 'bahagia', 'jalan', 'bahagia', 'aura', 'jalan', 'terima', 'kasih', 'tuhan']"
0,"Hari ini banyak banget pelajaran yang gue dapet sih, yang sebenarnya diingetin lagi buat kesekian kalinya sama beberapa peristiwa hari ini. 1. Harus banyak bersyukur. Sekali lagi bersyukur jangan kufur! 2. Jalanin hidup ensenang ajah jangan dibawa ribet.","['banget', 'ajar', 'sekian', 'kali', 'peristiwa', 'syukur', 'syukur', 'kufur', 'jalan', 'hidup', 'senang', 'bawa', 'ribet']"
0,"Dari semua pakaian yang ada di pasar Bayangkara, aku memilih 1 pakaian saja. Jika di beri 2 akan saya gunakan. Jika di beri 3 tetap saya gunakan. Jika di beri 4 saya bersyukur untuk di gunakan.","['pakai', 'pasar', 'bayangkara', 'pilih', 'pakai', 'syukur']"
0,Akhir akhir ini banyak ketemu orang orang baik. Padahal umur mereka masih muda tapi masyaAllah ibadahnya luar biasa. Aku waktu ukur segitu ngapain aja? Sibuk sama oppa korea,"['ketemu', 'orang', 'orang', 'umur', 'muda', 'masyaallah', 'ibadah', 'ukur', 'sibuk', 'korea']"
0,"[USERNAME] makasih banyak [USERNAME] atas kerja kerasnya ,nggak papa EXO nggak jadi kesini semoga EXO Planet #5 EXO bisa kesini amin , terimakasih banyak [USERNAME] :')","['terima', 'kasih', 'kerja', 'keras', 'ayah', 'exo', 'moga', 'exo', 'planet', 'exo', 'amin', 'terima', 'kasih']"
0,Alhamdulillah listrik nyala kembali.Saya & warga sedang takziah di kediaman Almarhum warga yg wafat. Terima kasih [USERNAME] [USERNAME] [USERNAME]. Cc:[USERNAME] [USERNAME] [URL],"['alhamdulillah', 'listrik', 'nyala', 'warga', 'takziah', 'diam', 'almarhum', 'warga', 'wafat', 'terima', 'kasih']"
0,"Setelah lebih dari 100 purnama menunggu. Kerja keras insan TVRI untuk lepas dari opini disclaimer, terjawab sudah. Semangat menuju WTP tahun depan. Insya Allah.","['purnama', 'tunggu', 'kerja', 'keras', 'insan', 'tvri', 'lepas', 'opini', 'disclaimer', 'jawab', 'semangat', 'insya', 'allah']"
0,CONGRATULATION!!! SELAMAT YA ADIK CEWEK KE2 ATAS KELAHIRAN PUTRINYA YANG KE3 GUE SEBAGAI KAKAK TURUT SUKA CITA BERSYUKUR SENANG SUDAH DIBERIKAN KESELAMATAN ALLAH SWT DALAM PROSES PERSALINAN PUTRI KE3 NYA SEMALAM KAKAK BERDOA SEMOGA PUTRI KE3 NYA MENJADI PUTRI YANG SHALIHAH [URL],"['selamat', 'selamat', 'adik', 'perempuan', 'lahir', 'putri', 'suka', 'cita', 'syukur', 'senang', 'selamat', 'allah', 'swt', 'proses', 'salin', 'putri', 'malam', 'doa', 'moga', 'putri', 'putri', 'shalihah']"
0,"Terima kasih Saling mengingatkan dengan yang baik, semoga menjadi berkah bagi kita semua","['terima', 'kasih', 'moga', 'berkah']"
0,[USERNAME] Alhamdulillah pak panglima n pak kapolri dgn selamat ditujuan kian sinergi tni n polri utk seantero nkri met tugas n sukses selalu,"['alhamdulillah', 'panglima', 'kapolri', 'selamat', 'tuju', 'kian', 'sinergi', 'tni', 'polri', 'antero', 'nkri', 'tugas', 'sukses']"
0,"SUBHANALLOH....... setelah ngetes anak MI yg sdh Khatam Al Qur,an baca surat pendek dan lancar Bupati : Hebat ! Sekarang kamu ngomong sama pak Bupati, mau hadiah apa? apa saja boleh, tinggal ngomong saja nanti pak Bupati Kasih. Siswa : aku mnta hadiah DOA saja dari Pak Bupati","['subhanalloh', 'ngetes', 'anak', 'mi', 'khatam', 'al', 'qur', 'baca', 'surat', 'pendek', 'lancar', 'bupati', 'hebat', 'omong', 'bupati', 'hadiah', 'tinggal', 'omong', 'bupati', 'kasih', 'siswa', 'mnta', 'hadiah', 'doa', 'bupati']"
0,Ternyata anak tsb minta di doakan agar kelak bisa jadi dokter.... dan pa Bupati mencium tangan anak tsb serta di doakan...... Luar biasa [USERNAME] [USERNAME],"['anak', 'doa', 'kelak', 'dokter', 'bupati', 'cium', 'tangan', 'anak', 'doa']"
